280, 0
280.5, 0
281, 0
281.5, 0
282, 0
282.5, 0
283, 0
283.5, 0
284, 0
284.5, 0
285, 0
285.5, 0
286, 0
286.5, 0
287, 0
287.5, 0
288, 0
288.5, 0
289, 0
289.5, 0
290, 0
290.5, 0
291, 0
291.5, 0
292, 0
292.5, 0
293, 0
293.5, 0
294, 0
294.5, 0
295, 0
295.5, 0
296, 0
296.5, 0
297, 0
297.5, 0
298, 0
298.5, 0
299, 0
299.5, 0
300, 0
300.5, 0
301, 0
301.5, 0
302, 0
302.5, 0
303, 0
303.5, 0
304, 0
304.5, 0
305, 0
305.5, 0
306, 0
306.5, 0
307, 0
307.5, 0
308, 0
308.5, 0
309, 0
309.5, 0
310, 0
310.5, 0
311, 0
311.5, 0
312, 0
312.5, 0
313, 0.0038694331264896853
313.5, 0.017580560795201983
314, 0.064147611447808
314.5, 0.1657161542293708
315, 0.3304735021317786
315.5, 0.5145136346733862
316, 0.6610396255499199
316.5, 0.7408578609345584
317, 0.7743859791023748
317.5, 0.7902346709293643
318, 0.801707700135947
318.5, 0.8111431421148712
319, 0.8211858499270777
319.5, 0.8296574915125704
320, 0.8361770329405842
320.5, 0.8398139751670112
321, 0.8426803100569014
321.5, 0.8457384809709712
322, 0.849145064791796
322.5, 0.8550276121303533
323, 0.8571749831191292
323.5, 0.8376741157912894
324, 0.7899032686457357
324.5, 0.6935073325458563
325, 0.5428797004947499
325.5, 0.36792094521771135
326, 0.20958584947784475
326.5, 0.10405162077423158
327, 0.046915513489045546
327.5, 0.019082828374271443
328, 0.007051623431458154
328.5, 0.0029558439719616914
329, 0.0012971743725325169
329.5, 0.0008214054864776887
330, 0.00044964545386849686
330.5, 0
331, 0
331.5, 0
332, 0
332.5, 0
333, 0
333.5, 0
334, 0
334.5, 0
335, 0
335.5, 0
336, 0
336.5, 0
337, 0
337.5, 0
338, 0
338.5, 0
339, 0
339.5, 0
340, 0
340.5, 0
341, 0
341.5, 0
342, 0
342.5, 0
343, 0
343.5, 0
344, 0
344.5, 0
345, 0
345.5, 0
346, 0
346.5, 0
347, 0
347.5, 0
348, 0
348.5, 0
349, 0
349.5, 0
350, 0
350.5, 0
351, 0
351.5, 0
352, 0
352.5, 0
353, 0
353.5, 0
354, 0
354.5, 0
355, 0
355.5, 0
356, 0
356.5, 0
357, 0
357.5, 0
358, 0
358.5, 0
359, 0
359.5, 0
360, 0
360.5, 0
361, 0
361.5, 0
362, 0
362.5, 0
363, 0
363.5, 0
364, 0
364.5, 0
365, 0
365.5, 0
366, 0
366.5, 0
367, 0
367.5, 0
368, 0
368.5, 0
369, 0
369.5, 0
370, 0
