Start: 2026-06-26 14:15:40 | lat 44.530200 lon 14.470600
Temp: 39.17 C  ; Humidity: 17.50 %  ; Pressure: 1016.09 hPa
Reference voltage: 101.75 mV
Offset Calibration: 101.87 +/- 0.04 mV   101.74 +/- 0.04 mV
elevation,mean_ch0,stddev_ch0,mean_ch1,stddev_ch1,temp_c
[64.3541,400.2552,0.3346,126.2162,0.1662,39.8300]
[64.3541,400.1220,0.3191,126.2984,0.1233,39.9400]
[64.3541,399.8971,0.4175,126.2184,0.1505,39.9800]
[64.3541,399.6873,0.4037,126.2078,0.1290,39.9200]
[64.3541,399.3978,0.3008,126.1899,0.1107,39.7800]
[64.3541,399.1551,0.4150,126.3077,0.1039,39.6000]
[64.3541,399.4565,0.3702,126.3416,0.1731,39.4800]
[64.3541,399.4076,0.3357,126.3359,0.1350,39.3800]
[64.3541,398.8940,0.3365,126.2182,0.0979,39.3200]
[64.3541,399.0287,0.4528,126.3229,0.1253,39.1800]
[64.3541,125.8352,0.1204,387.6668,0.3439,39.1300]
[64.3541,125.8230,0.1187,387.6427,0.4146,39.1400]
[64.3541,125.9097,0.1578,387.8860,0.4888,39.0600]
[64.3541,125.8619,0.1355,387.8759,0.3660,39.0700]
[64.3541,125.8974,0.1264,388.0422,0.3575,39.0900]
[64.3541,125.8714,0.1299,387.9938,0.3886,39.0200]
[64.3541,125.9283,0.1100,388.0655,0.2890,39.0100]
[64.3541,125.9456,0.1302,388.2714,0.4333,39.0000]
[64.3541,125.9117,0.1318,388.0527,0.4720,38.9500]
[64.3541,125.8218,0.1427,387.6742,0.3372,39.0100]
[64.2926,411.6824,0.5850,129.1500,0.2957,38.8200]
[64.2926,413.4270,0.4219,129.8670,0.1338,38.6900]
[64.2926,413.5374,0.3209,129.9505,0.1212,38.7100]
[64.2926,413.9400,0.4871,130.0463,0.1695,38.6900]
[64.2926,413.9633,0.4250,130.0634,0.1498,38.7400]
[64.2926,413.8541,0.3225,130.0672,0.1058,38.8200]
[64.2926,413.9145,0.3541,130.0248,0.1411,38.9300]
[64.2926,413.9529,0.3288,130.0373,0.1337,38.9600]
[64.2926,413.9484,0.3688,130.0321,0.1095,38.9500]
[64.2926,413.8389,0.3424,129.9458,0.1319,39.0100]
[64.2926,127.9611,0.1498,397.1229,0.4612,38.8600]
[64.2926,127.8758,0.1276,396.9583,0.3289,38.8700]
[64.2926,127.9195,0.1305,397.0266,0.3118,38.9900]
[64.2926,127.8616,0.1263,397.0869,0.3462,39.0900]
[64.2926,127.7626,0.1549,396.9409,0.5358,39.1300]
[64.2926,127.7217,0.1060,397.1230,0.2556,38.9600]
[64.2926,127.6727,0.1376,397.0219,0.3709,39.0200]
[64.2926,127.6809,0.1618,397.2220,0.4888,39.0200]
[64.2926,127.5758,0.1177,397.2151,0.3758,38.8500]
[64.2926,127.5798,0.0996,397.3123,0.2833,38.9900]
[64.2309,413.2186,0.4245,130.3126,0.1434,38.8800]
[64.2309,413.1525,0.4616,130.3048,0.1602,38.8300]
[64.2309,413.2677,0.3697,130.3316,0.1276,38.8400]
[64.2309,413.4227,0.3158,130.3535,0.1174,38.7600]
[64.2309,413.0645,0.2425,130.2373,0.1023,38.7800]
[64.2309,413.1980,0.4610,130.2824,0.1766,38.8900]
[64.2309,413.4549,0.4726,130.3194,0.1573,38.8900]
[64.2309,413.3490,0.2817,130.3045,0.1168,38.9500]
[64.2309,413.4075,0.4237,130.2820,0.1734,39.0700]
[64.2309,413.5252,0.3875,130.3224,0.1401,39.1800]
[64.2309,130.3694,0.1550,397.2697,0.4154,39.3500]
[64.2309,130.3245,0.1829,397.1384,0.4172,39.4600]
[64.2309,130.2717,0.1205,397.0005,0.3272,39.4800]
[64.2309,130.3501,0.1325,397.2708,0.3252,39.5300]
[64.2309,130.2917,0.1148,397.2458,0.3498,39.6400]
[64.2309,130.3272,0.1141,397.2432,0.2698,39.7100]
[64.2309,130.2696,0.1177,397.1067,0.3611,39.7900]
[64.2309,130.2532,0.0934,397.2408,0.3260,39.8100]
[64.2309,130.2015,0.0991,397.0578,0.2548,39.7800]
[64.2309,130.2512,0.0977,397.1595,0.4206,39.6600]
[64.1708,413.8233,0.2341,130.3608,0.0899,39.6400]
[64.1708,414.0790,0.1513,130.4003,0.0473,39.4900]
[64.1708,413.7257,0.3326,130.3282,0.1147,39.4200]
[64.1708,413.9034,0.2604,130.3213,0.1109,39.1800]
[64.1708,414.0727,0.2450,130.3803,0.1089,39.2500]
[64.1708,414.0583,0.2672,130.3633,0.0876,39.0700]
[64.1708,413.9458,0.2945,130.3226,0.0949,39.0300]
[64.1708,414.1068,0.2954,130.3714,0.1012,38.9400]
[64.1708,414.3356,0.2648,130.4142,0.1168,38.9400]
[64.1708,414.3081,0.4507,130.3806,0.1556,38.8100]
[64.1708,127.3357,0.1031,395.7368,0.3696,38.8700]
[64.1708,127.2626,0.1082,395.5425,0.3163,38.8000]
[64.1708,127.2466,0.1333,395.6662,0.3473,38.7900]
[64.1708,127.2048,0.1545,395.8208,0.5544,38.7600]
[64.1708,127.1005,0.1388,395.5358,0.5767,38.8200]
[64.1708,127.0995,0.2031,395.6396,0.4722,38.8600]
[64.1708,127.1446,0.1064,395.8581,0.3054,38.9200]
[64.1708,127.0592,0.1329,395.7221,0.3928,38.9200]
[64.1708,127.0280,0.1494,395.7651,0.4738,38.9400]
[64.1708,127.0610,0.1430,395.9279,0.4083,39.0200]
[64.1065,403.6933,0.4971,125.4389,0.1423,39.1800]
[64.1065,403.2703,0.3506,125.3110,0.1373,39.3200]
[64.1065,403.2730,0.3316,125.3221,0.1169,39.4300]
[64.1065,403.0255,0.3443,125.2318,0.1138,39.4800]
[64.1065,402.8361,0.4901,125.1701,0.1564,39.5700]
[64.1065,403.1451,0.3364,125.2992,0.1243,39.7200]
[64.1065,402.9066,0.3431,125.1991,0.1407,39.8300]
[64.1065,402.7882,0.4343,125.1598,0.1529,39.8800]
[64.1065,402.7379,0.4933,125.1793,0.1914,39.9800]
[64.1065,402.8054,0.4857,125.1909,0.1343,40.1000]
[64.1065,124.6962,0.1192,385.5820,0.4293,40.2600]
[64.1065,124.5760,0.2206,385.1888,0.5824,40.3500]
[64.1065,124.7049,0.1375,385.7415,0.4351,40.2900]
[64.1065,124.6543,0.1403,385.4688,0.4045,40.3600]
[64.1065,124.5473,0.0917,385.2253,0.3096,40.4800]
[64.1065,124.5962,0.1416,385.3469,0.4517,40.5000]
[64.1065,124.6755,0.1628,385.6187,0.4643,40.4500]
[64.1065,124.5276,0.1317,385.2218,0.3560,40.4700]
[64.1065,124.4944,0.1148,385.1612,0.3412,40.4000]
[64.1065,124.5329,0.1451,385.3431,0.3633,40.4200]
[64.0458,402.6739,0.4104,124.0557,0.1200,40.5800]
[64.0458,402.5008,0.3572,123.9865,0.1026,40.6900]
[64.0458,402.8138,0.5241,124.1075,0.1618,40.7500]
[64.0458,402.6581,0.4192,124.0008,0.1450,40.7500]
[64.0458,402.6485,0.3295,124.0040,0.0806,40.8000]
[64.0458,402.7681,0.2946,124.0326,0.0881,40.8700]
[64.0458,402.6222,0.2258,123.9710,0.0993,40.9200]
[64.0458,402.7879,0.3015,124.0299,0.1069,40.8900]
[64.0458,403.0052,0.3223,124.0965,0.1044,40.8700]
[64.0458,402.9836,0.2932,124.0827,0.0866,40.7900]
[64.0458,123.6638,0.0956,384.2770,0.3085,40.7200]
[64.0458,123.7901,0.1020,384.7450,0.3121,40.7800]
[64.0458,123.7091,0.0918,384.5986,0.2619,40.7300]
[64.0458,123.7633,0.1623,384.6212,0.4544,40.7900]
[64.0458,123.8234,0.1101,385.0159,0.3937,40.6300]
[64.0458,123.8009,0.0860,384.9394,0.4378,40.5500]
[64.0458,123.8503,0.1079,385.1547,0.3101,40.2800]
[64.0458,123.7927,0.1337,385.0628,0.3385,40.3800]
[64.0458,123.7402,0.0696,384.9941,0.2481,40.1800]
[64.0458,123.7992,0.1182,385.0633,0.1787,40.1000]
[63.9828,403.8765,0.2433,125.2389,0.0920,40.0400]
[63.9828,404.0350,0.2649,125.2918,0.1129,39.8900]
[63.9828,403.9405,0.2604,125.2735,0.0668,39.8800]
[63.9828,404.1349,0.2935,125.3030,0.0942,39.8000]
[63.9828,403.7404,0.5004,125.1858,0.1641,39.8400]
[63.9828,403.8422,0.2659,125.1737,0.0691,39.8800]
[63.9828,404.0208,0.3897,125.2363,0.1409,39.9400]
[63.9828,404.0357,0.3268,125.2248,0.1327,39.9500]
[63.9828,403.9673,0.7145,125.1951,0.1712,39.9600]
[63.9828,403.9149,0.2663,125.1642,0.0790,39.9600]
[63.9828,125.8791,0.1552,388.0818,0.4002,40.0400]
[63.9828,125.9459,0.1560,388.3372,0.3350,40.1200]
[63.9828,125.9952,0.0937,388.4244,0.3325,40.2400]
[63.9828,125.9558,0.1303,388.3981,0.3994,40.3600]
[63.9828,125.9753,0.1175,388.4966,0.3910,40.4600]
[63.9828,125.9595,0.0966,388.3137,0.3455,40.5300]
[63.9828,125.9597,0.1320,388.4182,0.4052,40.5800]
[63.9828,126.0453,0.1005,388.6518,0.3441,40.6500]
[63.9828,126.0315,0.1107,388.6349,0.2870,40.7400]
[63.9828,126.0549,0.1192,388.6514,0.3871,40.7600]
[63.9216,399.6696,0.4233,125.1409,0.1312,40.8200]
[63.9216,399.8593,0.4089,125.2446,0.1213,40.6300]
[63.9216,399.9014,0.4493,125.2766,0.1175,40.6700]
[63.9216,399.8923,0.4592,125.2584,0.1512,40.6900]
[63.9216,399.8598,0.3857,125.3316,0.1349,40.7100]
[63.9216,400.0041,0.2733,125.3884,0.0729,40.7500]
[63.9216,399.7605,0.3328,125.3298,0.1202,40.7200]
[63.9216,399.9781,0.3958,125.4190,0.1296,40.8000]
[63.9216,399.7456,0.5562,125.3061,0.1178,40.8400]
[63.9216,400.6521,0.6689,125.3686,0.1371,40.8100]
[63.9216,124.3624,0.1933,379.2208,0.3300,40.8600]
[63.9216,124.3943,0.1148,379.1724,0.2827,40.7700]
[63.9216,127.1739,1.0367,386.8134,2.8558,40.7200]
[63.9216,127.6665,0.2282,389.4709,0.8905,40.5400]
[63.9216,127.3468,0.5406,387.2423,4.6413,40.5600]
[63.9216,127.6936,0.1225,390.4250,0.3770,40.6500]
[63.9216,127.7092,0.1043,390.5041,0.3031,40.6600]
[63.9216,127.7271,0.1537,390.6880,0.4152,40.7500]
[63.9216,127.6747,0.1157,390.4017,0.4666,40.7800]
[63.9216,127.6684,0.1151,390.4944,0.2965,40.8500]
[63.8581,403.5794,0.3658,126.4964,0.0853,40.9200]
[63.8581,403.5638,0.3135,126.5275,0.1036,40.8400]
[63.8581,403.7663,0.3322,126.5756,0.0907,40.7400]
[63.8581,404.0430,0.3860,126.6271,0.0921,40.7000]
[63.8581,404.1746,0.2562,126.6357,0.0934,40.6400]
[63.8581,404.1807,0.2042,126.6365,0.0790,40.6100]
[63.8581,404.2712,0.2496,126.6645,0.0690,40.6700]
[63.8581,404.5751,0.5759,126.7110,0.1638,40.6900]
[63.8581,404.6305,0.4532,126.7439,0.1394,40.5100]
[63.8581,404.5561,0.3686,126.6485,0.1005,40.3200]
[63.8581,126.0053,0.0907,386.9004,0.2373,40.0300]
[63.8581,125.9643,0.0714,386.6918,0.2358,39.9100]
[63.8581,125.9564,0.0723,386.7414,0.2496,39.8200]
[63.8581,127.5328,0.9791,386.2032,2.4764,39.9000]
[63.8581,128.0710,0.5631,386.7707,2.8877,39.8900]
[63.8581,127.9684,0.0789,383.2147,0.2369,39.8500]
[63.8581,127.9565,0.0931,383.0935,0.2804,39.7400]
[63.8581,127.9398,0.0634,383.0208,0.2234,39.7000]
[63.8581,127.8919,0.0606,382.8109,0.2074,39.6100]
[63.8581,127.9748,0.0733,382.6609,0.2429,39.5900]
[63.7942,399.8205,0.1638,126.1662,0.0559,39.5800]
[63.7942,399.5027,0.2109,126.1123,0.0782,39.5600]
[63.7942,399.8110,0.3155,126.1889,0.1006,39.6500]
[63.7942,399.6974,0.1619,126.1804,0.0653,39.6900]
[63.7942,399.7102,0.2190,126.2154,0.0909,39.6200]
[63.7942,399.7936,0.2004,126.2492,0.0601,39.6300]
[63.7942,399.8209,0.1773,126.2306,0.0575,39.6400]
[63.7942,399.8969,0.2438,126.2505,0.0979,39.6200]
[63.7942,399.7916,0.2957,126.2599,0.1024,39.4200]
[63.7942,399.5470,0.4130,126.1492,0.1631,39.4200]
[63.7942,127.1957,0.0791,389.0445,0.2547,39.6700]
[63.7942,127.1181,0.1248,388.8190,0.3773,39.7600]
[63.7942,127.1064,0.1146,388.7466,0.3005,39.9000]
[63.7942,127.1352,0.0744,388.6986,0.2863,40.0300]
[63.7942,127.1244,0.1428,388.6151,0.3952,40.1500]
[63.7942,127.1458,0.1445,388.5595,0.4451,40.2700]
[63.7942,127.2029,0.1420,388.5904,0.3802,40.3800]
[63.7942,127.0734,0.1034,388.2002,0.3371,40.4700]
[63.7942,127.1563,0.1232,388.2791,0.4752,40.5100]
[63.7942,127.1794,0.1238,388.2366,0.3226,40.5600]
[63.7321,401.3330,0.3137,126.0452,0.1040,40.6800]
[63.7321,401.4966,0.3541,126.0879,0.1392,40.6900]
[63.7321,401.4743,0.2967,126.0886,0.0783,40.7300]
[63.7321,401.5372,0.2531,126.1025,0.0770,40.7000]
[63.7321,401.6136,0.4248,126.1552,0.1509,40.6600]
[63.7321,401.5609,0.3884,126.0655,0.1281,40.6400]
[63.7321,401.7889,0.3901,126.0732,0.1356,40.7200]
[63.7321,401.9506,0.3778,126.1478,0.1198,40.7900]
[63.7321,401.9771,0.3271,126.1398,0.1208,40.8700]
[63.7321,402.2999,0.3822,126.1728,0.1290,40.9500]
[63.7321,125.1767,0.1467,388.1280,0.3679,41.0000]
[63.7321,125.1728,0.1335,388.2490,0.4907,41.0300]
[63.7321,125.0662,0.1838,388.1628,0.5442,41.1500]
[63.7321,125.1429,0.1084,388.2438,0.4417,41.2400]
[63.7321,124.9969,0.1166,388.1542,0.3116,41.3200]
[63.7321,125.0206,0.0770,388.4615,0.2798,41.4100]
[63.7321,124.9854,0.1034,388.3365,0.3282,41.4700]
[63.7321,124.9785,0.0664,388.3430,0.2112,41.4400]
[63.7321,125.0036,0.1255,388.5045,0.2671,41.3400]
[63.7321,124.9156,0.1349,388.4343,0.5107,41.3000]
[63.6678,400.7929,0.3644,125.1929,0.1383,41.0600]
[63.6678,400.9724,0.3688,125.2349,0.1225,41.0500]
[63.6678,401.2010,0.3914,125.3176,0.1226,40.8800]
[63.6678,400.9664,0.2343,125.2706,0.0822,41.0000]
[63.6678,401.1190,0.2765,125.2654,0.0863,41.1500]
[63.6678,401.3700,0.3060,125.3373,0.1154,41.2300]
[63.6678,401.1982,0.2770,125.2691,0.0845,41.3000]
[63.6678,401.1551,0.3725,125.2308,0.1166,41.3500]
[63.6678,401.1756,0.3674,125.2375,0.1020,41.4200]
[63.6678,401.1948,0.4256,125.2150,0.1258,41.4400]
[63.6678,124.1931,0.0958,388.8997,0.3459,41.5200]
[63.6678,124.0933,0.0980,388.7711,0.2321,41.5900]
[63.6678,124.2183,0.0718,389.1119,0.3725,41.6400]
[63.6678,124.1305,0.0726,389.0160,0.3212,41.6000]
[63.6678,124.2450,0.1289,389.5493,0.3630,41.5000]
[63.6678,124.1851,0.1069,389.4259,0.2866,41.4500]
[63.6678,124.2571,0.1510,389.7389,0.4466,41.3100]
[63.6678,124.2800,0.1022,389.8547,0.2001,41.2400]
[63.6678,124.1866,0.1013,389.6689,0.2006,41.1800]
[63.6678,124.1164,0.0613,389.6345,0.1864,40.9600]
[63.6051,397.2439,0.3981,126.7221,0.1075,41.0100]
[63.6051,397.0332,0.2026,126.6278,0.0821,40.9800]
[63.6051,396.9970,0.2282,126.6416,0.1130,40.7800]
[63.6051,397.1362,0.2403,126.7078,0.1059,40.6200]
[63.6051,396.9067,0.3166,126.6145,0.1030,40.5400]
[63.6051,397.2993,0.3476,126.7261,0.1322,40.4000]
[63.6051,396.7267,0.4556,126.5680,0.1394,40.3700]
[63.6051,397.0896,0.3613,126.6518,0.1096,40.3700]
[63.6051,397.1520,0.4584,126.6631,0.1394,40.4500]
[63.6051,397.0175,0.5663,126.6231,0.1682,40.5000]
[63.6051,125.4147,0.1253,386.5936,0.3700,40.7000]
[63.6051,125.3336,0.1632,386.3199,0.3522,40.7600]
[63.6051,125.4049,0.1402,386.5138,0.4388,40.7600]
[63.6051,125.3621,0.1236,386.4785,0.4290,40.6800]
[63.6051,125.4966,0.1277,386.9382,0.3779,40.6300]
[63.6051,125.4252,0.1112,386.7912,0.3662,40.6400]
[63.6051,125.4002,0.1270,386.6818,0.4340,40.4800]
[63.6051,125.5224,0.1094,387.0381,0.3009,40.3800]
[63.6051,125.5526,0.0974,387.1893,0.2679,40.3700]
[63.6051,125.3904,0.0992,386.7232,0.3049,40.3900]
[63.5402,409.3692,0.2890,125.9527,0.0810,40.0400]
[63.5402,409.2509,0.3875,125.9155,0.1385,39.9000]
[63.5402,409.3313,0.4780,125.9285,0.1674,39.8800]
[63.5402,409.6404,0.5271,126.0543,0.1896,39.8200]
[63.5402,409.2295,0.3140,125.9030,0.1153,39.8400]
[63.5402,409.0790,0.4960,125.8712,0.1688,39.9200]
[63.5402,409.2649,0.3902,125.9648,0.1277,39.9900]
[63.5402,409.5489,0.4634,126.0382,0.1218,40.0600]
[63.5402,409.2165,0.4686,126.0056,0.1538,40.0700]
[63.5402,409.2156,0.3087,125.9819,0.1006,40.1700]
[63.5402,127.4917,0.0944,390.0075,0.2234,40.3100]
[63.5402,127.4661,0.0981,389.9844,0.2979,40.3800]
[63.5402,127.4879,0.0997,389.9694,0.3461,40.3500]
[63.5402,127.4414,0.1119,390.0077,0.3535,40.3500]
[63.5402,127.3853,0.0925,389.8011,0.3398,40.4400]
[63.5402,127.3941,0.1367,389.8098,0.3921,40.4300]
[63.5402,127.4909,0.1317,390.1340,0.3872,40.3600]
[63.5402,127.4507,0.1112,390.0373,0.2806,40.4300]
[63.5402,127.4241,0.0793,390.0314,0.2575,40.3700]
[63.5402,127.4714,0.1012,390.1133,0.3190,40.4700]
[63.4749,399.3620,0.3510,123.4622,0.1362,40.6900]
[63.4749,399.2165,0.2838,123.4108,0.1298,40.7800]
[63.4749,399.2455,0.2940,123.4327,0.1220,40.8200]
[63.4749,399.2823,0.2273,123.4937,0.0767,40.9100]
[63.4749,399.2951,0.4455,123.4553,0.1334,40.9800]
[63.4749,399.1621,0.2170,123.4530,0.0823,41.0300]
[63.4749,399.2213,0.2304,123.4797,0.0910,41.0500]
[63.4749,399.0786,0.3111,123.4288,0.0804,41.1700]
[63.4749,399.1005,0.3145,123.4345,0.1130,41.2000]
[63.4749,399.2154,0.3195,123.4391,0.0875,41.2300]
[63.4749,123.0825,0.0959,380.6122,0.2685,41.0400]
[63.4749,123.1681,0.0777,380.7925,0.3014,41.1400]
[63.4749,123.1171,0.0451,380.7142,0.1604,41.1300]
[63.4749,123.1178,0.1100,380.7326,0.3725,41.1200]
[63.4749,122.9025,0.1205,380.5077,0.3419,41.1300]
[63.4749,123.0806,0.1212,380.8620,0.3933,41.0200]
[63.4749,122.9895,0.0981,380.8364,0.2379,40.7900]
[63.4749,123.0061,0.1107,380.7019,0.2568,40.8100]
[63.4749,123.0203,0.1398,380.8513,0.3525,40.9300]
[63.4749,122.9947,0.1056,380.7300,0.3700,40.9700]
[63.4094,403.1760,0.2458,123.8619,0.0687,41.1300]
[63.4094,403.3596,0.2899,123.9095,0.1008,41.0700]
[63.4094,403.0832,0.3239,123.8764,0.1135,40.9400]
[63.4094,403.4302,0.2370,123.9779,0.0765,40.8400]
[63.4094,403.5009,0.2659,124.0608,0.1114,40.4900]
[63.4094,403.1314,0.1549,123.9352,0.0794,40.4800]
[63.4094,403.2005,0.2872,123.9012,0.0924,40.6100]
[63.4094,403.0376,0.2967,123.8858,0.1336,40.5000]
[63.4094,402.8939,0.2992,123.8407,0.0770,40.6000]
[63.4094,403.2156,0.2990,123.9373,0.1066,40.5500]
[63.4094,124.7466,0.0890,385.0706,0.2868,40.7200]
[63.4094,124.6935,0.1003,384.7480,0.3306,40.7400]
[63.4094,124.5699,0.0913,384.4885,0.2245,40.6300]
[63.4094,124.6076,0.1386,384.5977,0.3802,40.7000]
[63.4094,124.6553,0.0867,384.6792,0.1602,40.6900]
[63.4094,124.6185,0.0865,384.5861,0.3159,40.7200]
[63.4094,124.6843,0.1009,384.7783,0.2617,40.8200]
[63.4094,124.6374,0.1113,384.6748,0.3439,40.8600]
[63.4094,124.6608,0.1049,384.8067,0.3127,40.9600]
[63.4094,124.6694,0.1042,384.7985,0.2873,41.0300]
[63.3437,404.8207,0.1837,123.9807,0.0631,41.1100]
[63.3437,404.9038,0.2305,124.0076,0.0891,40.8500]
[63.3437,405.0079,0.2448,124.0315,0.0769,40.7300]
[63.3437,404.9847,0.3454,124.0241,0.1162,40.6000]
[63.3437,405.1049,0.3023,124.0649,0.1127,40.4100]
[63.3437,404.7774,0.2012,123.9821,0.0770,40.5400]
[63.3437,404.7065,0.2320,123.9549,0.0716,40.6700]
[63.3437,404.6382,0.3435,123.9505,0.1077,40.6400]
[63.3437,404.3507,0.3747,123.9042,0.1261,40.4900]
[63.3437,404.7928,0.3993,123.9957,0.1240,40.4300]
[63.3437,124.6668,0.1589,384.4224,0.4075,40.5200]
[63.3437,124.6475,0.1058,384.4488,0.2913,40.4100]
[63.3437,124.6944,0.1025,384.4626,0.2758,40.3700]
[63.3437,124.6462,0.1161,384.3372,0.3218,40.2500]
[63.3437,124.6371,0.1064,384.2744,0.2384,40.2600]
[63.3437,124.6708,0.1716,384.3566,0.4580,40.2800]
[63.3437,124.6614,0.2014,384.4344,0.6408,40.3800]
[63.3437,124.6190,0.1317,384.1975,0.3790,40.3700]
[63.3437,124.6868,0.0801,384.4692,0.2067,40.4400]
[63.3437,124.7035,0.0829,384.3982,0.2593,40.4700]
[63.2776,404.2218,0.3874,123.8655,0.1388,40.4600]
[63.2776,404.3998,0.3600,123.8993,0.1248,40.3800]
[63.2776,404.1956,0.2354,123.8478,0.0896,40.3800]
[63.2776,404.2019,0.2475,123.8027,0.0928,40.4400]
[63.2776,404.2487,0.3999,123.8423,0.1067,40.4900]
[63.2776,403.8222,0.2982,123.7441,0.1161,40.4200]
[63.2776,404.1015,0.2567,123.8286,0.0728,40.3400]
[63.2776,404.0897,0.2955,123.8300,0.1250,40.2200]
[63.2776,403.9484,0.3150,123.8025,0.0870,40.2300]
[63.2776,404.1172,0.3576,123.8734,0.1233,40.1700]
[63.2776,124.5496,0.0528,384.5599,0.1735,40.0900]
[63.2776,124.5390,0.0654,384.5424,0.2499,40.0700]
[63.2776,124.5537,0.0837,384.6395,0.2255,40.1200]
[63.2776,124.6384,0.0898,384.7479,0.2614,40.0600]
[63.2776,124.6210,0.0991,384.7649,0.2811,40.0300]
[63.2776,124.5933,0.0898,384.6517,0.3176,39.9700]
[63.2776,124.5422,0.1365,384.6142,0.3101,39.9600]
[63.2776,124.6536,0.1119,384.8300,0.3055,40.0100]
[63.2776,124.5611,0.1273,384.6528,0.4889,40.0900]
[63.2776,124.6189,0.1122,384.8090,0.4194,40.1900]
[63.2113,404.2275,0.3154,123.9295,0.1094,40.2200]
[63.2113,404.0396,0.3515,123.8610,0.1353,40.1200]
[63.2113,404.0909,0.2101,123.8841,0.0923,40.2200]
[63.2113,404.1085,0.4106,123.9206,0.1385,40.2000]
[63.2113,403.7775,0.3323,123.8135,0.1095,40.3100]
[63.2113,403.7262,0.2832,123.8264,0.1070,40.3100]
[63.2113,403.6802,0.3061,123.8112,0.0896,40.3700]
[63.2113,403.7655,0.3560,123.8663,0.0893,40.4500]
[63.2113,403.9147,0.3736,123.8880,0.1032,40.4700]
[63.2113,403.7768,0.3620,123.9774,0.1360,40.5100]
[63.2113,124.5020,0.0813,384.4431,0.2469,40.2800]
[63.2113,124.4051,0.1141,384.1022,0.2619,40.4100]
[63.2113,124.4244,0.0968,384.1925,0.3165,40.4800]
[63.2113,124.4382,0.1145,384.2054,0.2693,40.5200]
[63.2113,124.4961,0.1562,384.5296,0.3544,40.4500]
[63.2113,124.4159,0.1095,384.1994,0.3286,40.4700]
[63.2113,124.3714,0.1336,384.0739,0.3444,40.3800]
[63.2113,124.3507,0.1107,384.0115,0.3381,40.3300]
[63.2113,124.4638,0.0724,384.2899,0.2434,40.1900]
[63.2113,124.3371,0.1073,383.9727,0.3673,40.1800]
[63.1447,403.9903,0.3126,123.8475,0.1101,40.1400]
[63.1447,404.0158,0.2446,123.9221,0.0948,40.2200]
[63.1447,403.7302,0.2796,123.8569,0.0784,40.2900]
[63.1447,403.8869,0.4038,123.8623,0.1277,40.3000]
[63.1447,403.9420,0.2957,123.8967,0.1067,40.2700]
[63.1447,404.0173,0.3806,123.9821,0.0962,40.0600]
[63.1447,403.8229,0.4587,123.8897,0.1336,40.1200]
[63.1447,403.8636,0.3158,123.8662,0.1006,40.1500]
[63.1447,403.9420,0.3316,123.9038,0.0992,39.9700]
[63.1447,403.9059,0.3140,123.9132,0.0864,40.0400]
[63.1447,124.3935,0.1358,384.2398,0.4199,39.9200]
[63.1447,124.4543,0.1638,384.4672,0.5162,39.9900]
[63.1447,124.4407,0.0783,384.4848,0.2608,40.0900]
[63.1447,124.4895,0.1355,384.5551,0.2865,40.1600]
[63.1447,124.4820,0.0866,384.5040,0.2461,40.2700]
[63.1447,124.4949,0.1097,384.6295,0.2862,40.3500]
[63.1447,124.5618,0.0831,384.7357,0.1962,40.3400]
[63.1447,124.5038,0.1113,384.5995,0.3356,40.4300]
[63.1447,124.4697,0.1150,384.5924,0.2911,40.5100]
[63.1447,124.4774,0.1063,384.5774,0.3721,40.5800]
[63.0799,404.0261,0.3518,124.1916,0.1033,40.5200]
[63.0799,403.9423,0.3155,124.1252,0.1013,40.4300]
[63.0799,403.8627,0.2005,124.1523,0.0694,40.4600]
[63.0799,403.9851,0.2136,124.1821,0.0933,40.3700]
[63.0799,403.6728,0.2787,124.1389,0.0796,40.3000]
[63.0799,403.7332,0.2614,124.1989,0.0779,40.1800]
[63.0799,403.7270,0.2500,124.1715,0.0855,40.0300]
[63.0799,403.6306,0.2507,124.1631,0.1077,39.8600]
[63.0799,403.6479,0.2069,124.1559,0.0750,39.6400]
[63.0799,403.4473,0.3287,124.2355,0.0819,39.4900]
[63.0799,124.3468,0.0554,384.1825,0.1272,39.4800]
[63.0799,124.4630,0.0414,384.4745,0.1580,39.3800]
[63.0799,124.4161,0.0542,384.3766,0.2152,39.4400]
[63.0799,124.4085,0.0679,384.3586,0.1622,39.3500]
[63.0799,124.3534,0.0732,384.1754,0.2110,39.3300]
[63.0799,124.2791,0.1047,384.0089,0.3523,39.3000]
[63.0799,124.3408,0.1004,384.0865,0.2464,39.2500]
[63.0799,124.3761,0.0828,384.1969,0.2644,39.1600]
[63.0799,124.3694,0.0608,384.1229,0.2047,39.0800]
[63.0799,124.3735,0.1247,384.1969,0.2609,39.0300]
[63.0128,401.3324,0.1964,123.6872,0.0764,38.9400]
[63.0128,401.1981,0.2027,123.6529,0.0558,38.9700]
[63.0128,401.1761,0.3024,123.6464,0.0903,38.9200]
[63.0128,401.0242,0.2793,123.6100,0.0786,38.9400]
[63.0128,400.9480,0.2731,123.5750,0.1014,38.8700]
[63.0128,401.0389,0.2574,123.6357,0.0943,38.8900]
[63.0128,400.9199,0.2539,123.5580,0.1066,38.8500]
[63.0128,400.7506,0.2905,123.5598,0.0778,38.7700]
[63.0128,400.7505,0.3704,123.5798,0.1185,38.6700]
[63.0128,400.7109,0.4637,123.5766,0.1553,38.7200]
[63.0128,124.2109,0.0762,383.9637,0.2011,38.8600]
[63.0128,124.1986,0.0708,383.9385,0.2407,38.9000]
